NumThreads,Time_Loop1,Time_Loop2
1,12.326481,13.749966
2,5.916085,6.574223
4,3.146578,3.365668
6,2.237761,2.459807
8,1.742315,1.887904
12,1.198510,1.348942
16,0.931938,1.002180
18,0.838809,0.936642
24,0.800857,0.890595
28,0.768550,0.894547
32,0.717142,0.917629
