NumThreads,Time_Loop1,Time_Loop2
1,12.079690,13.681838
2,5.779807,6.616127
4,3.099879,3.343525
6,2.233778,2.443400
8,1.759606,1.914782
12,1.214819,1.355027
16,0.929693,1.006656
24,0.738683,0.875585
32,0.701802,0.905122
