NumThreads,Time_Loop1,Time_Loop2
1,11.940261,13.692978
2,5.887970,6.598681
4,3.113156,3.440622
6,2.233836,2.467604
8,1.744207,1.915751
12,1.196989,1.353539
16,0.920881,0.995437
24,0.788854,0.883670
32,0.696295,0.899401
