NumThreads,Time_Loop1,Time_Loop2
1,11.106064,12.468365
2,5.903221,6.539490
4,3.164612,3.489174
6,2.219007,2.473440
8,1.739322,1.889495
12,1.212425,1.353859
16,0.927519,1.006149
24,0.797660,0.896705
32,0.745369,0.894612
