NumThreads,Time_Loop1,Time_Loop2
1,12.019619,13.694359
2,5.861473,6.588590
4,3.120708,3.448041
6,2.214294,2.457001
8,1.750824,1.897465
12,1.197375,1.352480
16,0.914990,0.995133
24,0.786239,0.885768
32,0.742951,0.900235
