NumThreads,Time_Loop1,Time_Loop2
1,12.033966,13.538580
2,5.640652,11.302737
4,3.054131,9.796002
6,2.193988,10.068039
8,1.738034,9.729267
12,1.187805,8.908503
16,0.914536,8.250236
24,0.760856,5.535662
32,0.679325,4.587190
