NumThreads,Time_Loop1,Time_Loop2
1,11.912374,13.699034
2,5.835369,6.594770
4,3.119099,3.446143
6,2.227393,2.488800
8,1.743202,1.911844
12,1.194292,1.348643
16,0.931796,1.001330
24,0.742177,0.837672
32,0.699291,0.896243
