NumThreads,Time_Loop1,Time_Loop2
1,11.901676,13.679695
2,5.828483,6.605104
4,3.101485,3.381638
6,2.223365,2.394492
8,1.741510,1.919219
12,1.212532,1.352080
16,0.922711,1.001032
24,0.786788,0.890642
32,0.740644,0.897997
