NumThreads,Time_Loop1,Time_Loop2
1,11.594881,12.467053
2,5.792699,6.584848
4,3.122338,3.394133
6,2.232743,2.487408
8,1.751291,1.920285
12,1.204349,1.353933
16,0.919415,1.003620
24,0.795885,0.901425
32,0.715470,0.895039
