NumThreads,Time_Loop1,Time_Loop2
1,11.918170,13.683311
2,5.860730,6.600397
4,3.091824,3.415776
6,2.214796,2.406529
8,1.762292,1.895041
12,1.207315,1.352323
16,0.917011,0.995891
24,0.806679,0.895574
32,0.674618,0.894371
