OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.790459,1.884602
DYNAMIC,2,1.752009,1.901829
DYNAMIC,4,1.755722,1.918990
DYNAMIC,8,1.767765,1.925143
DYNAMIC,16,1.783364,1.899999
