OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.758728,1.921067
DYNAMIC,2,1.744650,1.896865
DYNAMIC,4,1.744533,1.874524
DYNAMIC,8,1.773185,1.900163
DYNAMIC,16,1.805995,1.909298
