OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.767683,1.913220
DYNAMIC,2,1.767255,1.916497
DYNAMIC,4,1.736614,1.898482
DYNAMIC,8,1.763387,1.902512
DYNAMIC,16,1.780936,1.895686
