OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.767065,1.909863
DYNAMIC,2,1.756690,1.894546
DYNAMIC,4,1.744595,1.902524
DYNAMIC,8,1.792904,1.911155
DYNAMIC,16,1.774809,1.878776
