OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.756617,1.892579
DYNAMIC,2,1.753864,1.913602
DYNAMIC,4,1.765795,1.911730
DYNAMIC,8,1.774063,1.894286
DYNAMIC,16,1.806060,1.907457
