OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.747677,1.900031
DYNAMIC,2,1.766321,1.889388
DYNAMIC,4,1.765906,1.888602
DYNAMIC,8,1.751968,1.897706
DYNAMIC,16,1.798638,1.902293
