OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.781253,1.875281
DYNAMIC,2,1.745491,1.907318
DYNAMIC,4,1.768461,1.911920
DYNAMIC,8,1.782220,1.920858
DYNAMIC,16,1.802127,1.906949
