OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.761912,1.879386
DYNAMIC,2,1.764110,1.904354
DYNAMIC,4,1.758434,1.913789
DYNAMIC,8,1.760656,1.903102
DYNAMIC,16,1.798730,1.896581
