OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.745314,1.914374
DYNAMIC,2,1.724286,1.902795
DYNAMIC,4,1.736019,1.908212
DYNAMIC,8,1.768755,1.902138
DYNAMIC,16,1.793724,1.915162
