OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.762041,1.931064
DYNAMIC,2,1.757938,1.931792
DYNAMIC,4,1.755124,1.904886
DYNAMIC,8,1.784411,1.914756
DYNAMIC,16,1.806790,1.898673
