OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.776294,1.914221
DYNAMIC,2,1.755673,1.909496
DYNAMIC,4,1.747030,1.873042
DYNAMIC,8,1.757779,1.901251
DYNAMIC,16,1.796454,1.913729
