OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.770264,1.926453
DYNAMIC,2,1.760467,1.918733
DYNAMIC,4,1.772315,1.915660
DYNAMIC,8,1.770000,1.908543
DYNAMIC,16,1.799616,1.900919
