OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.758694,1.927009
DYNAMIC,2,1.766493,1.907603
DYNAMIC,4,1.755130,1.870621
DYNAMIC,8,1.760354,1.891272
DYNAMIC,16,1.792768,1.907659
