OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.766197,1.931818
DYNAMIC,2,1.744546,1.896945
DYNAMIC,4,1.751751,1.903568
DYNAMIC,8,1.773046,1.912338
DYNAMIC,16,1.842021,1.934845
