OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.765710,1.932721
DYNAMIC,2,1.752700,1.910813
DYNAMIC,4,1.729131,1.895010
DYNAMIC,8,1.764059,1.923977
DYNAMIC,16,1.800310,1.919066
