OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.763060,1.893248
DYNAMIC,2,1.757138,1.911773
DYNAMIC,4,1.766004,1.916041
DYNAMIC,8,1.775600,1.919505
DYNAMIC,16,1.784661,1.897395
