OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.775588,1.905485
DYNAMIC,2,1.755534,1.882198
DYNAMIC,4,1.739175,1.931034
DYNAMIC,8,1.767286,1.910389
DYNAMIC,16,1.797918,1.876465
