OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.772204,1.881425
DYNAMIC,2,1.767823,1.913459
DYNAMIC,4,1.747682,1.908748
DYNAMIC,8,1.795611,1.902708
DYNAMIC,16,1.776980,1.867808
