OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.770774,1.926865
DYNAMIC,2,1.779193,1.903919
DYNAMIC,4,1.743456,1.900757
DYNAMIC,8,1.753926,1.897821
DYNAMIC,16,1.797188,1.897632
