OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.789863,1.937874
DYNAMIC,2,1.751338,1.905367
DYNAMIC,4,1.751211,1.902766
DYNAMIC,8,1.759043,1.892371
DYNAMIC,16,1.794601,1.918817
