OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.769997,1.898085
DYNAMIC,2,1.751335,1.906535
DYNAMIC,4,1.746640,1.879406
DYNAMIC,8,1.777753,1.899819
DYNAMIC,16,1.780869,1.884134
