OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.777480,1.916185
DYNAMIC,2,1.727351,1.909612
DYNAMIC,4,1.760217,1.910206
DYNAMIC,8,1.765688,1.921894
DYNAMIC,16,1.802184,1.937749
