OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.765829,1.908383
DYNAMIC,2,1.742706,1.872852
DYNAMIC,4,1.746187,1.897183
DYNAMIC,8,1.766658,1.911403
DYNAMIC,16,1.795442,1.920000
