OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.777210,1.917172
DYNAMIC,2,1.758522,1.912248
DYNAMIC,4,1.748279,1.897409
DYNAMIC,8,1.728684,1.888551
DYNAMIC,16,1.778852,1.892767
