OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.776159,1.966427
DYNAMIC,2,1.755418,1.914576
DYNAMIC,4,1.722441,1.897983
DYNAMIC,8,1.772576,1.899389
DYNAMIC,16,1.782802,1.891751
