OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.767751,1.936824
DYNAMIC,2,1.724570,1.908745
DYNAMIC,4,1.759093,1.914110
DYNAMIC,8,1.783322,1.907217
DYNAMIC,16,1.792383,1.900673
