OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.774193,1.926252
DYNAMIC,2,1.758470,1.928948
DYNAMIC,4,1.759250,1.902457
DYNAMIC,8,1.768976,1.908127
DYNAMIC,16,1.798039,1.899744
