OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.755367,1.914025
DYNAMIC,2,1.750597,1.934484
DYNAMIC,4,1.754283,1.909442
DYNAMIC,8,1.787945,1.900409
DYNAMIC,16,1.789889,1.902458
