OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.760340,1.909502
DYNAMIC,2,1.754731,1.908351
DYNAMIC,4,1.736754,1.897107
DYNAMIC,8,1.778230,1.913506
DYNAMIC,16,1.792366,1.902719
