OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,2.009285,1.981686
DYNAMIC,2,1.748233,1.903933
DYNAMIC,4,1.749958,1.904181
DYNAMIC,8,1.766290,1.901556
DYNAMIC,16,1.786060,1.900407
