OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.756403,1.922577
DYNAMIC,2,1.760490,1.914195
DYNAMIC,4,1.763130,1.887845
DYNAMIC,8,1.766655,1.901181
DYNAMIC,16,1.801959,1.905666
