OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.760012,1.935742
DYNAMIC,2,1.747585,1.912720
DYNAMIC,4,1.728418,1.905241
DYNAMIC,8,1.768553,1.927841
DYNAMIC,16,1.794485,1.919767
