OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.759852,1.915869
DYNAMIC,2,1.738735,1.915915
DYNAMIC,4,1.742184,1.879735
DYNAMIC,8,1.757635,1.903389
DYNAMIC,16,1.781450,1.891102
