OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.776664,1.880079
DYNAMIC,2,1.775601,1.899894
DYNAMIC,4,1.750599,1.878684
DYNAMIC,8,1.772562,1.920433
DYNAMIC,16,1.811238,1.898850
