OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.776188,1.927859
DYNAMIC,2,1.743793,1.900675
DYNAMIC,4,1.759131,1.912377
DYNAMIC,8,1.782208,1.910548
DYNAMIC,16,1.822152,1.910661
