OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.778094,1.943029
DYNAMIC,2,1.775209,1.909011
DYNAMIC,4,1.752962,1.926479
DYNAMIC,8,1.743496,1.893868
DYNAMIC,16,1.790776,1.909885
