OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.770344,1.917068
DYNAMIC,2,1.764258,1.877107
DYNAMIC,4,1.777013,1.934201
DYNAMIC,8,1.765703,1.903014
DYNAMIC,16,1.802554,1.900067
