OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.766409,1.932282
DYNAMIC,2,1.785501,1.915029
DYNAMIC,4,1.764271,1.916721
DYNAMIC,8,1.784810,1.912095
DYNAMIC,16,1.805737,1.901978
