OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.775368,1.890201
DYNAMIC,2,1.745068,1.920673
DYNAMIC,4,1.740392,1.905637
DYNAMIC,8,1.759632,1.877695
DYNAMIC,16,1.803463,1.890838
