OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.762339,1.910177
DYNAMIC,2,1.763668,1.907094
DYNAMIC,4,1.753009,1.899028
DYNAMIC,8,1.754052,1.894978
DYNAMIC,16,1.796109,1.895964
