OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.766232,1.898639
DYNAMIC,2,1.742816,1.908979
DYNAMIC,4,1.754577,1.930283
DYNAMIC,8,1.771856,1.914919
DYNAMIC,16,1.786361,1.905445
