OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.762879,1.923222
DYNAMIC,2,1.757889,1.908564
DYNAMIC,4,1.717526,1.899366
DYNAMIC,8,1.772196,1.921888
DYNAMIC,16,1.787374,1.896064
