OMP_SCHEDULE,Chunksize,Time_Loop1,Time_Loop2
DYNAMIC,1,1.775991,1.936371
DYNAMIC,2,1.768716,1.904280
DYNAMIC,4,1.761863,1.908105
DYNAMIC,8,1.775481,1.897651
DYNAMIC,16,1.798450,1.884957
