NumThreads,Time_Loop1,Time_Loop2
1,12.112429,13.588612
2,5.822119,11.338089
4,3.013147,10.240814
6,2.193375,10.093179
8,1.717310,9.530139
12,1.207726,8.776993
16,0.919366,8.400771
24,0.763378,5.469138
32,0.661034,4.220520
