NumThreads,Time_Loop1,Time_Loop2
1,11.914369,13.695815
2,5.828022,6.597593
4,3.163886,3.438737
6,2.235193,2.467831
8,1.754451,1.907597
12,1.216701,1.348085
16,0.927105,1.009460
24,0.792000,0.905210
32,0.751036,0.896191
