NumThreads,Time_Loop1,Time_Loop2
1,12.017905,13.612359
2,5.870021,6.534815
4,3.127393,3.377481
6,2.241113,2.492319
8,1.768174,1.902342
12,1.214989,1.356441
16,0.935886,1.021188
24,0.767823,0.891351
32,0.701125,0.896534
