NumThreads,Time_Loop1,Time_Loop2
1,11.957107,13.597472
2,5.770082,11.347343
4,3.008839,10.225686
6,2.172762,10.054718
8,1.726120,9.296503
12,1.178348,8.471534
16,0.915739,8.235381
24,0.765252,5.463528
32,0.671259,4.153526
